"","age","male","friend_cnt","avg_friend_age","avg_friend_male","friend_country_cnt","subscriber_friend_cnt","songsListened","lovedTracks","posts","playlists","shouts","delta1_friend_cnt","delta1_avg_friend_male","delta1_friend_country_cnt","delta1_subscriber_friend_cnt","delta1_songsListened","delta1_lovedTracks","delta1_posts","delta1_playlists","delta1_shouts","adopter","tenure","good_country","delta1_good_country","delta2_friend_cnt","delta2_avg_friend_male","delta2_friend_country_cnt","delta2_subscriber_friend_cnt","delta2_songsListened","delta2_lovedTracks","delta2_posts","delta2_playlists","delta2_shouts","delta2_good_country","delta1_avg_friend_age_2","subfriendcount_treat","tenure_treat","age_treat"
"101350",22,1,6,22,0.833333333,1,0,68460,83,1,1,10,0,0,0,0,1091,0,0,0,0,1,75,0,0,0,0,0,0,1473,0,0,0,NA,0,NA,0,0,1
"101357",38,1,3,40,1,1,1,24401,935,4,1,13,0,0,0,0,0,0,0,0,0,1,60,0,0,1,-0.333333333,1,0,2002,12,0,0,NA,0,NA,1,1,0
"101359",22,1,6,27.2,0.8,3,1,20209,348,0,0,0,1,0.05,1,0,2313,14,0,0,0,1,13,0,0,0,0,0,0,1075,2,0,0,NA,0,NA,1,0,1
"101363",25,1,9,26.14285714,0.571428571,5,0,10347,113,0,1,32,1,0.071428571,1,0,296,3,0,0,1,1,45,0,0,0,0,0,0,2889,0,0,0,NA,0,NA,0,1,1
"101369",23,0,7,22.8,0.428571429,2,1,26670,8,0,1,1,0,0,0,0,8277,0,0,0,0,1,51,0,0,3,0.052884615,1,0,5761,727,0,0,NA,0,NA,1,1,1
"101370",26,0,2,20,0,2,0,11728,220,1,0,3,0,0,0,0,1955,15,0,0,0,1,27,0,0,1,0,0,0,868,14,0,0,NA,0,NA,0,0,1
"101374",28,1,5,26.6,1,2,0,2044,20,0,1,1,0,0,0,0,0,0,0,0,0,1,53,0,0,0,0,0,0,14,0,0,0,NA,0,NA,0,1,1
"101377",19,0,168,21.80769231,0.523489933,24,5,44134,239,9,1,76,9,-0.008424961,1,0,2410,13,0,0,1,1,46,0,0,18,-0.015638935,1,0,2566,37,0,0,NA,0,NA,1,1,0
"101378",26,0,10,26.77777778,0.7,2,1,250,12,0,2,1,2,-0.05,1,0,0,0,0,0,0,1,38,0,0,4,0.072727273,1,0,1437,5,0,0,NA,0,NA,1,0,1
"101380",25,1,34,24.95,0.9,14,1,12229,0,8,0,77,0,0,0,0,0,0,0,0,0,1,59,1,0,0,0,0,0,0,0,0,0,NA,0,NA,1,1,1
"101382",24,1,4,29.33333333,0,2,0,13380,11,0,0,1,0,0,0,0,321,0,0,0,0,1,72,1,0,0,0,0,0,251,0,0,0,NA,0,NA,0,0,1
"101384",20,1,8,18.2,0.857142857,1,0,74657,0,0,0,3,0,0,0,0,7681,0,0,0,0,1,34,0,0,0,0,0,0,956,0,0,0,NA,0,NA,0,0,0
"101387",22,1,11,25.71428571,0.5,5,0,18303,22,0,1,2,0,0,0,0,2681,0,0,0,0,1,41,0,0,0,0,0,0,2333,0,0,0,NA,0,NA,0,1,1
"101388",27,1,1,27,1,1,0,10518,25,0,3,2,0,0,0,0,46,0,0,0,0,1,36,0,0,0,0,0,0,728,0,0,0,NA,0,NA,0,0,1
"101394",34,1,8,32.25,0.833333333,2,0,1602,188,0,1,8,0,0,0,0,0,0,0,0,0,1,52,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,0
"101402",23,1,0,NA,NA,0,0,391,92,0,1,0,0,NA,0,0,0,0,0,0,0,1,16,1,0,0,NA,0,0,2,0,0,0,NA,0,NA,0,0,1
"101403",28,0,19,31.53333333,1,11,3,10146,595,0,0,30,0,0,0,0,12,0,0,0,0,1,72,0,0,0,0,0,0,0,0,0,0,NA,0,NA,1,0,1
"101404",22,1,2,33,0,2,0,23326,0,0,0,2,0,0,0,0,2075,0,0,0,0,1,28,0,0,0,0,0,0,243,0,0,0,NA,0,NA,0,0,1
"101405",30,1,3,NA,1,2,0,7524,51,1,1,1,0,0,0,0,15,1,0,0,0,1,50,1,0,0,0,0,0,42,1,0,0,NA,0,NA,0,1,0
"101406",37,1,3,34,0,2,0,528,68,0,1,0,0,0,0,0,5,1,0,0,0,1,89,1,0,0,0,0,0,32,10,0,0,NA,0,NA,0,0,0
"101413",30,0,122,26.5,0.527777778,31,5,102025,2006,37,0,187,0,-0.013506626,0,0,530,13,0,0,2,1,55,0,0,2,0.011717023,1,1,5961,95,0,0,NA,0,NA,1,1,0
"101414",47,1,33,31.33333333,0.483870968,13,5,51359,975,72,18,2727,0,0,0,0,28,0,0,0,0,1,67,1,0,0,0,0,1,1653,7,0,0,NA,0,NA,1,0,0
"101415",30,1,31,26.95,0.916666667,13,0,10841,3,0,0,14,0,0,0,0,872,3,0,0,0,1,62,0,0,0,0,0,0,600,4,0,0,NA,0,NA,0,0,0
"101420",28,1,10,25.875,0.555555556,1,0,15648,284,0,0,1,1,0.055555556,0,0,498,0,0,0,0,1,80,1,0,0,0,0,0,473,0,0,0,NA,0,NA,0,0,1
"101426",21,1,11,25.25,0.818181818,7,0,49831,87,0,1,6,0,0,0,0,4683,32,0,0,0,1,36,0,0,5,-0.1,0,0,4954,17,0,0,NA,0,NA,0,0,0
"101427",19,1,26,21.85714286,0.695652174,5,1,5703,524,0,1,6,1,0.013833992,0,0,605,0,0,0,0,1,23,0,0,0,0,0,0,386,0,0,0,NA,0,NA,1,0,0
"101430",35,1,1,NA,1,1,0,17607,290,0,1,3,0,0,0,0,0,0,0,0,0,1,55,1,0,0,0,0,0,303,0,0,0,NA,0,NA,0,1,0
"101431",27,0,19,31.4,1,11,0,15765,260,0,1,71,0,0,0,0,0,0,0,0,0,1,59,0,0,0,0,0,0,558,1,0,0,NA,0,NA,0,1,1
"101434",14,0,9,21.77777778,0.666666667,3,0,29404,212,1,0,15,2,-0.047619048,0,0,7710,6,0,0,15,1,23,0,0,-1,-0.080808081,0,0,5953,2,0,0,NA,0,NA,0,0,0
"101435",22,0,28,22.15,0.47826087,2,0,28663,8,0,0,28,0,0,0,0,345,0,0,0,0,1,72,1,0,-1,-0.023715415,0,0,703,12,0,0,NA,0,NA,0,0,1
"101436",25,1,14,25.8,0.6,3,1,27392,77,1,2,27,1,0,0,0,3114,5,0,0,1,1,85,1,0,6,-0.1,3,0,2331,11,0,-1,NA,0,NA,1,0,1
"101437",21,1,6,21.33333333,0.666666667,4,0,4562,37,0,0,6,0,0,0,0,0,0,0,0,0,1,17,0,0,-1,-0.095238095,-2,0,0,0,0,0,NA,0,NA,0,0,0
"101439",21,1,19,19.8125,0.444444444,3,1,9163,73,0,0,0,0,-0.055555556,0,0,51,0,0,0,0,1,21,1,0,1,0.02631579,0,0,48,0,0,0,NA,0,NA,1,0,0
"101440",20,0,392,20.93127148,0.841791045,45,20,23902,108,4,1,341,83,-0.02761194,9,1,2245,15,0,0,80,1,47,1,0,82,-0.003495126,6,1,1556,16,0,0,NA,0,NA,1,1,0
"101442",27,1,7,25,0.5,1,0,4047,22,0,1,5,0,0,0,0,0,0,0,0,0,1,37,0,0,1,0.044871795,0,0,851,0,0,0,NA,0,NA,0,0,1
"101448",21,0,6,28,0.833333333,3,1,38715,190,4,1,38,0,0,0,0,0,0,0,0,0,1,49,0,0,1,0,0,0,444,6,0,0,NA,0,NA,1,1,0
"101449",26,0,1,23,1,1,0,2056,38,0,1,0,0,0,0,0,0,0,0,0,0,1,30,1,0,2,0,1,1,0,0,0,0,NA,0,NA,0,0,1
"101451",24,0,84,27.93333333,0.779220779,18,3,78202,61,1,1,18,3,-0.004563005,1,0,546,0,0,0,2,1,65,0,0,-1,0.009968354,-2,0,768,0,0,0,NA,0,NA,1,0,1
"101452",24,1,47,24.38709677,0.972972973,5,0,113037,438,3,1,55,3,0.000750751,0,0,5551,20,0,0,0,1,64,0,0,1,0,0,0,8948,13,0,0,NA,0,NA,0,0,1
"101456",19,1,5,21.33333333,0.666666667,2,0,30735,47,0,1,3,0,0,0,0,1572,1,0,0,0,1,27,1,0,0,0,0,0,972,1,0,0,NA,0,NA,0,0,0
"101458",23,1,2,21.5,1,1,1,6639,263,0,0,0,0,0,0,0,3612,151,0,0,0,1,63,1,0,0,0,0,0,119,8,0,0,NA,0,NA,1,0,1
"101459",28,1,13,24.66666667,0.25,6,0,15419,25,0,0,1,0,0,0,0,520,0,0,0,0,1,56,1,0,2,0.075,0,0,1425,9,0,0,NA,0,NA,0,1,1
"101468",31,1,3,NA,0,1,0,5323,70,0,1,0,0,0,0,0,0,0,0,0,0,1,66,0,0,0,0,0,0,1,0,0,0,NA,0,NA,0,0,0
"101469",18,1,13,29.9,0.909090909,7,0,20445,19,0,0,12,6,0.051948052,0,0,3676,0,0,0,6,1,21,0,0,2,-0.044117647,0,1,3318,0,0,0,NA,0,NA,0,0,0
"101477",20,1,46,23.24324324,0.868421053,17,0,87680,192,5,0,12,2,0.011278196,3,0,8858,2,0,0,0,1,37,0,0,2,-0.017316017,0,0,9177,7,0,0,NA,0,NA,0,0,0
"101478",28,0,27,27.82352941,0.043478261,8,2,309237,2152,7,1,28,0,0,0,0,13234,12,0,0,1,1,84,1,0,0,0,0,0,5419,7,0,0,NA,0,NA,1,0,1
"101480",24,1,5,32,0.666666667,3,1,1502,15,0,1,8,0,0.166666667,0,1,0,0,0,0,0,1,33,0,0,0,0,0,0,0,0,0,0,NA,0,NA,1,0,1
"101487",21,1,5,19.5,0.4,1,0,825,264,0,0,0,0,0,0,0,0,0,0,0,0,1,29,1,0,0,-0.071428571,0,0,394,0,0,0,NA,0,NA,0,0,0
"101491",27,1,6,25.66666667,0.666666667,2,0,18259,57,2,3,25,0,-0.083333333,0,0,912,0,0,0,0,1,56,1,0,1,-0.166666667,1,0,713,0,0,0,NA,0,NA,0,1,1
"101493",23,1,9,23.33333333,0.75,4,0,5862,342,0,0,2,0,0,0,0,323,24,0,0,0,1,25,1,0,0,0,0,0,463,7,0,0,NA,0,NA,0,0,1
"101494",47,1,0,NA,NA,0,0,11868,95,0,1,1,0,NA,0,0,0,0,0,0,0,1,26,0,0,1,NA,1,0,251,1,0,0,NA,0,NA,0,0,0
"101497",26,1,10,19.85714286,0.555555556,3,0,89614,39,0,1,5,2,0.126984127,1,0,7589,1,0,0,0,1,51,0,0,0,0.111111111,0,0,5364,0,0,0,NA,0,NA,0,1,1
"101502",35,1,40,32.4,0.696969697,12,1,44280,128,26,1,292,0,0.009469697,1,0,345,1,0,0,0,1,71,1,0,0,0,0,0,235,1,0,0,NA,0,NA,1,0,0
"101506",68,1,0,NA,NA,0,0,25877,109,0,2,2,0,NA,0,0,16,0,0,0,0,1,32,1,0,0,NA,0,0,0,0,0,0,NA,0,NA,0,0,0
"101511",23,1,6,23.75,0.25,1,1,34145,36,0,0,2,2,0.25,0,1,10002,11,0,0,0,1,23,1,0,2,-0.066666667,0,0,9367,55,0,0,NA,0,NA,1,0,1
"101516",29,1,16,36.5,0.727272727,9,2,17506,694,1,1,7,0,0,0,1,142,0,0,0,0,1,64,0,0,1,0.014285714,0,0,1759,0,0,0,NA,0,NA,1,0,0
"101522",22,0,11,22.5,0.857142857,1,0,7621,11,0,1,5,5,0.057142857,0,0,1820,5,0,0,1,1,16,0,0,0,0,0,0,963,10,0,0,NA,0,NA,0,0,1
"101524",23,0,11,24.28571429,0.444444444,6,0,47122,117,0,1,5,1,-0.055555556,0,0,327,4,0,0,0,1,35,0,0,1,0.054545455,1,0,2533,0,0,0,NA,0,NA,0,0,1
"101525",24,0,16,27.58333333,0.466666667,3,0,12818,73,0,1,10,1,0.038095238,0,0,2332,14,0,0,0,1,66,1,0,0,0,0,0,2102,78,0,0,NA,0,NA,0,0,1
"101536",30,0,4,31.33333333,1,1,0,4932,25,0,1,2,0,0,0,0,24,0,0,0,0,1,54,1,0,0,0,0,0,33,0,0,0,NA,0,NA,0,1,0
"101537",31,1,16,29.27272727,0.583333333,2,2,69833,335,0,0,17,1,0.037878788,0,0,4435,24,0,0,0,1,59,1,0,0,0,0,0,4852,3,0,0,NA,0,NA,1,1,0
"101542",21,1,48,23.53846154,0.404761905,4,0,37335,21,4,0,4,2,0.004761905,0,0,1408,1,0,0,0,1,66,0,0,1,0.01402439,0,0,1949,1,0,1,NA,0,NA,0,0,0
"101543",26,1,3,22.33333333,1,1,0,265,0,0,0,1,0,0,0,0,0,0,0,0,0,1,56,0,0,0,0,0,0,358,35,0,0,NA,0,NA,0,1,1
"101544",22,1,2,22.5,0.5,1,1,14128,315,0,0,14,0,0,0,1,1067,15,0,0,0,1,19,0,0,0,0,0,0,2453,39,0,0,NA,0,NA,1,0,1
"101550",22,1,8,22.16666667,0.714285714,1,0,7662,166,0,0,5,2,0.047619048,0,0,6026,86,0,0,5,1,18,0,0,3,0.037815126,1,0,16951,9,0,0,NA,0,NA,0,0,1
"101553",24,0,11,28.33333333,0.571428571,5,0,4939,101,0,1,6,0,0,0,0,0,0,0,0,0,1,51,0,0,3,0.097402597,1,3,335,4,0,0,NA,0,NA,0,1,1
"101554",20,1,9,20.71428571,0.375,6,0,4337,28,0,1,11,0,0,0,0,0,0,0,0,0,1,38,1,0,0,0,0,0,1594,0,0,0,NA,0,NA,0,0,0
"101557",29,1,4,27,0.5,1,0,7765,115,0,0,0,0,0,0,0,331,0,0,0,0,1,57,0,0,1,-0.047619048,0,0,1468,4,0,0,NA,0,NA,0,1,0
"101558",18,0,3,19.5,0.333333333,2,1,10259,42,0,0,3,0,0,0,1,2274,0,0,0,0,1,14,0,0,0,0,0,0,3096,14,0,0,NA,0,NA,1,0,0
"101559",26,0,10,25.85714286,0.285714286,5,0,29063,96,1,0,0,0,0,0,0,3390,0,0,0,0,1,64,1,0,0,0,0,0,1573,5,0,0,NA,0,NA,0,0,1
"101565",37,1,1,19,0,1,0,4144,0,0,0,1,0,0,0,0,1009,0,0,0,0,1,8,0,0,1,0,0,0,2079,0,0,0,NA,0,NA,0,0,0
"101566",24,1,2,23.5,0,1,0,1532,128,0,0,2,0,0,0,0,0,0,0,0,0,1,34,0,0,0,0,0,0,1001,36,0,0,NA,0,NA,0,0,1
"101568",15,1,2,27,0.5,2,0,6837,7,0,1,1,0,0,0,0,0,0,0,0,0,1,47,1,0,1,0,0,1,265,0,0,0,NA,0,NA,0,1,0
"101574",19,1,3,23.5,1,1,0,11863,740,0,1,1,0,0,0,0,3268,91,0,0,0,1,19,1,0,0,0,0,0,1016,199,0,0,NA,0,NA,0,0,0
"101575",22,1,21,22.90909091,0.8,2,1,46384,124,9,5,39,0,0,0,0,3829,5,0,0,1,1,68,1,0,2,0,2,0,4032,2,0,0,NA,0,NA,1,0,1
"101576",21,0,20,23.5,0.666666667,6,0,18224,19,0,1,7,0,0,0,0,0,0,0,0,0,1,60,0,0,0,0.020833333,0,0,2184,7,0,0,NA,0,NA,0,1,0
"101577",47,1,1,36,1,1,0,53,0,0,1,1,0,0,0,0,0,0,0,0,0,1,52,0,0,0,0,0,0,21,0,0,0,NA,0,NA,0,1,0
"101579",24,1,7,22.28571429,0.571428571,4,0,27636,83,0,0,2,0,0,0,0,328,0,0,0,0,1,42,0,0,0,0.142857143,0,0,157,8,0,0,NA,0,NA,0,1,1
"101582",25,1,9,26.2,0.333333333,6,0,26495,142,0,0,3,3,0,2,0,8266,34,0,0,1,1,17,0,0,1,0,0,1,8710,23,9,0,NA,0,NA,0,0,1
"101599",23,1,3,21.5,0.333333333,3,0,5718,88,0,1,1,0,0,0,0,0,0,0,0,0,1,53,0,0,2,-0.133333333,0,0,117,4,0,0,NA,0,NA,0,1,1
"101606",24,1,17,21.92307692,0.846153846,1,0,19382,10,0,1,1,3,-0.062937063,0,0,798,6,0,0,0,1,39,1,0,4,0,0,0,1034,0,0,0,NA,0,NA,0,0,1
"101607",27,1,23,26.73333333,0.666666667,3,1,33336,232,0,1,3,2,-0.083333333,0,0,1420,1,0,0,0,1,71,1,0,2,-0.012531328,1,0,2638,4,0,0,NA,0,NA,1,0,1
"101611",22,1,21,23.76923077,0.75,3,0,16695,160,1,1,18,1,0,0,0,24,1,0,0,0,1,60,0,0,0,0,0,0,408,21,0,0,NA,0,NA,0,1,1
"101617",26,1,9,22.16666667,0.666666667,3,2,14451,0,0,0,2,0,0,-1,1,1058,0,0,0,0,1,24,0,0,0,0,0,0,4261,0,0,0,NA,0,NA,1,0,1
"101624",28,1,21,23.35714286,0.52631579,9,0,77004,767,0,1,14,0,0,0,0,4823,118,0,0,0,1,56,0,0,0,0,0,1,2927,57,0,0,NA,0,NA,0,1,1
"101628",26,1,3,26.5,1,3,0,10714,253,0,0,2,0,0,0,0,163,0,0,0,0,1,78,0,0,0,0,0,0,846,9,0,0,NA,0,NA,0,0,1
"101629",21,1,0,NA,NA,0,0,2164,126,0,2,1,0,NA,0,0,48,5,0,0,0,1,36,0,0,0,NA,0,0,161,1,0,0,NA,0,NA,0,0,0
"101644",48,1,0,NA,NA,0,0,817,22,0,1,1,0,NA,0,0,6,0,0,0,0,1,55,1,0,0,NA,0,0,6,22,0,0,NA,0,NA,0,1,0
"101646",34,1,3,37,1,1,0,3627,2,0,1,3,0,0,0,0,0,0,0,0,0,1,47,1,0,0,0,0,0,161,0,0,0,NA,0,NA,0,1,0
"101647",23,1,8,26,0.333333333,2,0,55570,394,0,0,2,0,0,0,0,1615,0,0,0,0,1,61,0,0,0,0,0,0,1488,0,0,0,NA,0,NA,0,0,1
"101649",24,1,4,24.33333333,0.666666667,1,0,23432,176,1,1,1,0,0,0,0,767,7,1,0,0,1,44,0,0,0,0,0,0,1,0,0,0,NA,0,NA,0,1,1
"101651",19,0,43,21.14705882,0.702702703,12,1,20628,170,0,1,172,4,-0.00317965,0,0,2544,8,0,0,0,1,16,0,0,5,0.006265664,2,0,2128,20,0,0,NA,0,NA,1,0,0
"101652",19,0,90,21.95652174,0.449275362,4,0,70453,818,1,0,39,6,0.003121516,1,0,2228,14,0,0,1,1,55,1,1,0,0.001066856,-1,0,2239,18,0,0,NA,0,NA,0,1,0
"101653",35,1,12,34.71428571,0.5,8,1,20494,205,0,1,19,0,0,0,0,2,0,0,0,0,1,53,0,0,0,0,0,0,1751,11,0,0,NA,0,NA,1,1,0
"101656",30,1,1,27,0,0,0,1672,32,0,1,2,0,NA,0,0,0,0,0,0,0,1,47,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,0
"101658",17,1,19,17.61538462,0.578947368,3,0,10625,37,10,0,11,0,0,0,0,25,0,0,0,0,1,25,1,0,1,0.021428571,0,1,722,5,0,0,NA,0,NA,0,0,0
"101663",17,1,10,18.4,1,2,0,217,7,0,0,8,0,0,0,0,0,0,0,0,0,1,30,0,0,0,0,0,0,608,0,0,0,NA,0,NA,0,0,0
"101665",28,1,0,NA,NA,0,0,50624,0,0,1,0,0,NA,0,0,3371,0,0,0,0,1,65,0,0,0,NA,0,0,5910,1,0,0,NA,0,NA,0,0,1
"101667",28,1,7,23.8,0.428571429,2,1,161331,152,3,1,27,0,0,0,0,1069,11,0,0,0,1,78,0,0,0,0,0,0,74,1,0,0,NA,0,NA,1,0,1
"101675",25,1,13,24.88888889,0.5,2,2,14714,98,0,1,4,0,0,0,0,188,0,0,0,0,1,55,0,0,0,0,0,2,889,2,0,0,NA,0,NA,1,1,1
"101676",23,1,20,24.84615385,0.529411765,5,0,11382,141,2,1,13,0,0,0,0,0,0,0,0,0,1,25,0,0,1,0.026143791,0,0,4547,1,0,0,NA,0,NA,0,0,1
"101677",19,0,9,19.625,0.142857143,3,0,3712,240,0,1,5,4,-0.057142857,0,0,1330,11,0,0,0,1,18,0,0,2,0.00952381,1,0,1135,14,0,0,NA,0,NA,0,0,0
"101678",28,0,40,24.75757576,0.8,10,5,139844,825,6,1,841,6,-0.006451613,3,4,5356,22,0,0,5,1,46,0,0,-2,0.012718601,-1,0,4658,16,0,0,NA,0,NA,1,1,1
"101681",20,1,2,NA,1,1,0,1873,63,0,0,1,1,NA,1,0,513,3,0,0,0,1,9,1,0,0,0,0,0,700,11,0,0,NA,0,NA,0,0,0
"101684",32,0,12,29.42857143,0.8,2,0,89293,92,0,0,13,0,0,0,0,2186,1,0,0,0,1,66,0,0,0,0,0,0,4253,0,0,0,NA,0,NA,0,0,0
"101688",27,1,1,NA,1,1,0,7282,38,0,2,1,0,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0,69,0,0,0,NA,0,NA,0,1,1
"101690",32,1,2,22,0,1,0,8123,435,0,1,0,0,0,0,0,836,1,0,1,0,1,25,1,0,0,0,0,0,1807,24,0,0,NA,0,NA,0,0,0
"101694",27,1,1,28,1,1,0,5869,65,0,1,1,0,0,0,0,0,0,0,0,0,1,34,0,0,1,-0.023809524,0,0,0,0,0,0,NA,0,NA,0,0,1
"101696",43,1,3,24,1,1,1,2896,182,0,2,3,0,0,0,1,0,0,0,0,0,1,49,0,0,1,-0.5,0,0,194,3,0,0,NA,0,NA,1,1,0
"101698",29,1,2,30.5,0.5,2,0,13154,85,0,1,0,0,0,0,0,372,0,0,0,0,1,56,0,0,0,0,0,0,467,5,0,0,NA,0,NA,0,1,0
"101699",19,1,38,21.75,0.678571429,6,0,80067,451,0,0,1,2,0.011904762,0,0,8715,117,0,0,0,1,33,0,0,4,-0.008797654,1,0,8050,197,0,0,NA,0,NA,0,0,0
"101705",26,1,2,26,0.5,1,1,1873,52,0,0,0,0,-0.5,0,1,954,1,0,0,0,1,17,0,0,2,0.166666667,1,0,668,55,0,0,NA,0,NA,1,0,1
"101712",21,1,1,NA,NA,1,0,11975,690,0,0,4,0,NA,0,0,1188,41,0,0,0,1,26,1,0,0,NA,0,0,9,0,0,0,NA,0,NA,0,0,0
"101713",19,1,6,19.66666667,0.5,3,0,30885,186,31,0,8,6,NA,3,0,1699,22,31,0,8,1,32,1,0,1,0.025,0,2,6861,13,0,0,NA,0,NA,0,0,0
"101714",26,1,25,23,0.318181818,5,0,8148,57,0,1,9,0,-0.029644269,0,0,82,0,0,0,0,1,57,0,0,3,0.003344482,1,0,1962,1,0,0,NA,0,NA,0,1,1
"101720",32,0,22,31,0.411764706,7,0,44334,145,65,0,44,2,0.011764706,1,0,3105,17,0,0,0,1,43,1,0,-1,-0.032163743,0,0,2751,22,0,0,NA,0,NA,0,1,0
"101734",35,1,2,NA,1,1,0,1182,27,0,1,3,0,0,0,0,0,0,0,0,0,1,80,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"101736",31,1,18,30.5,0.75,3,2,45166,78,0,1,1,0,0,0,1,2157,0,0,0,0,1,60,1,0,0,0,0,0,859,37,0,0,NA,0,NA,1,1,0
"101740",23,1,2,24,1,1,0,4575,75,0,1,2,0,0,0,0,0,0,0,0,0,1,46,0,0,0,0,0,0,86,0,0,0,NA,0,NA,0,1,1
"101742",23,0,7,25.4,0.833333333,3,0,8659,116,1,1,0,0,0,0,0,149,3,0,0,0,1,44,0,0,0,0,0,0,205,1,0,0,NA,0,NA,0,1,1
"101748",30,1,9,27.6,0.75,1,0,17549,39,0,0,5,0,0,-1,0,711,0,0,0,0,1,34,1,0,0,0,0,0,1351,9,0,0,NA,0,NA,0,0,0
"101755",28,1,12,24.75,0.333333333,6,0,24170,30,0,1,16,0,0,0,0,3411,3,0,0,2,1,47,0,0,0,0,0,0,2492,3,0,0,NA,0,NA,0,1,1
"101756",25,1,1,NA,1,1,0,9409,177,0,1,1,0,0,0,0,10,2,0,0,0,1,46,0,0,0,0,0,0,615,9,1,0,NA,0,NA,0,1,1
"101760",21,1,10,24.25,0.857142857,3,0,22300,2515,0,2,5,0,0,0,0,166,15,0,0,0,1,40,1,0,0,0,0,0,1088,18,0,0,NA,0,NA,0,1,0
"101767",26,1,40,26.89285714,0.571428571,12,0,79583,252,1,1,55,2,0.025974026,0,0,9398,19,0,0,3,1,34,0,0,2,0.023684211,2,0,7917,13,0,0,NA,0,NA,0,0,1
"101772",37,1,0,NA,NA,0,0,9611,109,0,0,0,0,NA,0,0,0,0,0,0,0,1,24,1,0,0,NA,0,0,4186,43,0,0,NA,0,NA,0,0,0
"101777",21,1,44,21.5,0.35,14,0,196238,0,5,0,339,3,0.025675676,1,0,13941,0,0,0,26,1,40,0,0,3,0.019444444,0,0,7653,0,0,0,NA,0,NA,0,1,0
"101779",28,1,4,30,0.5,1,0,375,0,0,1,1,0,0,0,0,0,0,0,0,0,1,49,0,0,20,0.076923077,1,1,19,2,0,-2,NA,0,NA,0,1,1
"101782",21,1,13,22.125,0.333333333,4,0,7521,49,0,1,5,0,0,0,0,60,0,0,0,0,1,46,0,0,0,0.054545455,0,1,1466,19,0,0,NA,0,NA,0,1,0
"101783",29,1,2,NA,NA,1,0,54481,144,0,2,1,0,NA,0,0,6630,25,0,0,0,1,43,1,0,0,NA,0,0,4737,23,0,0,NA,0,NA,0,1,0
"101786",20,0,39,23.52941177,0.657894737,12,0,13662,0,0,0,34,0,0,0,0,1324,0,0,0,0,1,27,0,0,-1,-0.018018018,0,0,1621,0,0,0,NA,0,NA,0,0,0
"101788",26,1,14,25.5,0.75,2,0,7138,4,0,0,1,0,0,0,0,61,0,0,0,0,1,54,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"101792",35,1,2,29,1,1,0,6062,46,0,2,2,0,0,0,0,0,0,0,0,0,1,57,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,0
"101793",18,1,1,NA,0,1,0,9393,18,0,0,0,1,NA,1,0,1589,0,0,0,0,1,31,1,0,0,0,0,0,1898,10,0,0,NA,0,NA,0,0,0
"101799",17,1,6,27.5,0.4,3,0,1417,780,0,1,2,1,-0.1,0,0,0,0,0,0,0,1,34,0,0,0,0,0,0,148,38,0,0,NA,0,NA,0,0,0
"101801",35,1,9,28.57142857,0.875,5,1,26273,69,0,2,8,0,0,0,0,191,0,0,0,1,1,37,0,0,0,0,0,0,16,0,0,0,NA,0,NA,1,0,0
"101802",29,1,0,NA,NA,0,0,1382,54,0,0,0,0,NA,0,0,476,8,0,0,0,1,22,1,0,0,NA,0,0,1811,40,0,0,NA,0,NA,0,0,0
"101803",39,1,2,32,1,1,0,228,5,0,0,3,0,0,0,0,0,0,0,0,0,1,30,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"101806",34,1,0,NA,NA,0,0,571,15,0,0,0,0,NA,0,0,0,0,0,0,0,1,21,1,0,0,NA,0,0,0,0,0,0,NA,0,NA,0,0,0
"101809",23,1,7,22.75,1,1,0,44332,87,1,1,4,0,0,0,0,1848,3,0,0,0,1,70,0,0,0,0,0,0,1819,0,0,0,NA,0,NA,0,0,1
"101813",23,0,120,25.93258427,0.627272727,28,5,46217,1596,1,1,151,0,0.009090909,-1,2,1445,67,0,0,3,1,41,0,0,2,0.001319876,1,0,4105,39,0,0,NA,0,NA,1,1,1
"101815",25,1,9,25.75,0.8,3,0,44062,104,0,1,14,0,0,0,0,360,2,0,0,0,1,53,1,0,0,0,0,0,2660,22,0,0,NA,0,NA,0,1,1
"101818",40,1,1,27,1,1,0,5709,533,1,5,1,0,0,0,0,699,71,0,0,1,1,62,1,0,4,0,1,0,1299,73,0,0,NA,0,NA,0,0,0
"101820",31,0,90,26.6440678,0.97260274,20,1,68653,729,0,0,91,9,0.00290577,1,0,1145,12,0,0,2,1,48,1,0,3,0.001053001,1,0,4121,18,0,0,NA,0,NA,1,1,0
"101827",29,1,16,27.375,0.666666667,1,0,68556,0,11,2,55,0,0,0,0,2807,0,0,0,0,1,57,0,0,0,0,0,0,2355,0,0,0,NA,0,NA,0,1,0
"101834",23,0,17,24.36363636,0.466666667,6,1,8089,89,0,0,4,0,0,0,0,60,14,0,0,0,1,56,0,0,0,0,0,0,196,1,0,0,NA,0,NA,1,1,1
